Key,ShortName
1-IT|11-4|4.RI.3,1-IT|11-4|4.RI.3
1-IT|11-4|4.RI.6,1-IT|11-4|4.RI.6
1-IT|11-4|4.RI.8,1-IT|11-4|4.RI.8
1-IT|11-4|4.RI.9,1-IT|11-4|4.RI.9
1-IT|11-5|5.RI.3,1-IT|11-5|5.RI.3
1-IT|11-5|5.RI.6,1-IT|11-5|5.RI.6
1-IT|11-5|5.RI.8,1-IT|11-5|5.RI.8
1-IT|11-5|5.RI.9,1-IT|11-5|5.RI.9
1-IT|11-6|6-8.RH.6,1-IT|11-6|6-8.RH.6
1-IT|11-6|6-8.RH.8,1-IT|11-6|6-8.RH.8
1-IT|11-6|6-8.RST.6,1-IT|11-6|6-8.RST.6
1-IT|11-6|6-8.RST.8,1-IT|11-6|6-8.RST.8
1-IT|11-6|6.RI.3,1-IT|11-6|6.RI.3
1-IT|11-6|6.RI.6,1-IT|11-6|6.RI.6
1-IT|11-6|6.RI.8,1-IT|11-6|6.RI.8
1-IT|11-7|6-8.RH.8,1-IT|11-7|6-8.RH.8
1-IT|11-7|6-8.RST.8,1-IT|11-7|6-8.RST.8
1-IT|11-7|7.RI.2,1-IT|11-7|7.RI.2
1-IT|11-7|7.RI.3,1-IT|11-7|7.RI.3
1-IT|11-7|7.RI.8,1-IT|11-7|7.RI.8
1-IT|11-8|6-8.RH.6,1-IT|11-8|6-8.RH.6
1-IT|11-8|6-8.RH.8,1-IT|11-8|6-8.RH.8
1-IT|11-8|6-8.RST.6,1-IT|11-8|6-8.RST.6
1-IT|11-8|6-8.RST.8,1-IT|11-8|6-8.RST.8
1-IT|11-8|8.RI.6,1-IT|11-8|8.RI.6
1-IT|11-8|8.RI.8,1-IT|11-8|8.RI.8
1-IT|11-9|9.RI.6,1-IT|11-9|9.RI.6
1-IT|11-9|9.RI.8,1-IT|11-9|9.RI.8
1-IT|12-10|10.RI.3,1-IT|12-10|10.RI.3
1-IT|12-10|10.RI.9,1-IT|12-10|10.RI.9
1-IT|12-11|11-12.RI.3,1-IT|12-11|11-12.RI.3
1-IT|12-11|11-12.RI.9,1-IT|12-11|11-12.RI.9
1-IT|12-3|3.RI.9,1-IT|12-3|3.RI.9
1-IT|12-4|4.RI.7,1-IT|12-4|4.RI.7
1-IT|12-4|4.RI.9,1-IT|12-4|4.RI.9
1-IT|12-5|5.RI.3,1-IT|12-5|5.RI.3
1-IT|12-5|5.RI.6,1-IT|12-5|5.RI.6
1-IT|12-6|6-8.RH.3,1-IT|12-6|6-8.RH.3
1-IT|12-6|6.RI.3,1-IT|12-6|6.RI.3
1-IT|12-6|6.RI.9,1-IT|12-6|6.RI.9
1-IT|12-7|6-8.RH.3,1-IT|12-7|6-8.RH.3
1-IT|12-7|7.RI.6,1-IT|12-7|7.RI.6
1-IT|12-7|7.RI.9,1-IT|12-7|7.RI.9
1-IT|12-8|6-8.RH.3,1-IT|12-8|6-8.RH.3
1-IT|12-8|8.RI.3,1-IT|12-8|8.RI.3
1-IT|12-9|9.RI.3,1-IT|12-9|9.RI.3
1-IT|13-10|10.RI.5,1-IT|13-10|10.RI.5
1-IT|13-10|10.RI.7,1-IT|13-10|10.RI.7
1-IT|13-11|11-12.RH.5,1-IT|13-11|11-12.RH.5
1-IT|13-11|11-12.RH.7,1-IT|13-11|11-12.RH.7
1-IT|13-11|11-12.RI.5,1-IT|13-11|11-12.RI.5
1-IT|13-11|11-12.RI.7,1-IT|13-11|11-12.RI.7
1-IT|13-11|11-12.RST.5,1-IT|13-11|11-12.RST.5
1-IT|13-11|11-12.RST.7,1-IT|13-11|11-12.RST.7
1-IT|13-3|3.RI.5,1-IT|13-3|3.RI.5
1-IT|13-3|3.RI.7,1-IT|13-3|3.RI.7
1-IT|13-4|4.RI.5,1-IT|13-4|4.RI.5
1-IT|13-4|4.RI.7,1-IT|13-4|4.RI.7
1-IT|13-5|5.RI.5,1-IT|13-5|5.RI.5
1-IT|13-6|6-8.RH.5,1-IT|13-6|6-8.RH.5
1-IT|13-6|6-8.RST.5,1-IT|13-6|6-8.RST.5
1-IT|13-6|6.RI.5,1-IT|13-6|6.RI.5
1-IT|13-6|6.RI.7,1-IT|13-6|6.RI.7
1-IT|13-7|6-8.RH.5,1-IT|13-7|6-8.RH.5
1-IT|13-7|6-8.RST.5,1-IT|13-7|6-8.RST.5
1-IT|13-7|7.RI.5,1-IT|13-7|7.RI.5
1-IT|13-7|7.RI.7,1-IT|13-7|7.RI.7
1-IT|13-8|6-8.RH.5,1-IT|13-8|6-8.RH.5
1-IT|13-8|6-8.RST.5,1-IT|13-8|6-8.RST.5
1-IT|13-8|8.RI.5,1-IT|13-8|8.RI.5
1-IT|13-9|9.RI.5,1-IT|13-9|9.RI.5
1-IT|14-10|10.L.5a,1-IT|14-10|10.L.5a
1-IT|14-10|10.RI.4,1-IT|14-10|10.RI.4
1-IT|14-11|11-12.L.5a,1-IT|14-11|11-12.L.5a
1-IT|14-11|11-12.RH.4,1-IT|14-11|11-12.RH.4
1-IT|14-11|11-12.RI.4,1-IT|14-11|11-12.RI.4
1-IT|14-11|9-10.L.5a,1-IT|14-11|9-10.L.5a
1-IT|14-3|3.L.5a,1-IT|14-3|3.L.5a
1-IT|14-3|3.L.5b,1-IT|14-3|3.L.5b
1-IT|14-4|4.L.4a,1-IT|14-4|4.L.4a
1-IT|14-4|4.L.4b,1-IT|14-4|4.L.4b
1-IT|14-4|4.L.4c,1-IT|14-4|4.L.4c
1-IT|14-4|4.L.5a,1-IT|14-4|4.L.5a
1-IT|14-4|4.L.5b,1-IT|14-4|4.L.5b
1-IT|14-5|5.L.4a,1-IT|14-5|5.L.4a
1-IT|14-5|5.L.4b,1-IT|14-5|5.L.4b
1-IT|14-5|5.L.4c,1-IT|14-5|5.L.4c
1-IT|14-5|5.L.5a,1-IT|14-5|5.L.5a
