Key,ShortName
4|S-ID|A,Apply mathematics to solve problems arising in everyday
4|S-ID|B,Construct, autonomously, chains of reasoning to justify
4|S-ID|C,State logical assumptions being used
4|S-ID|D,Interpret results in the context of a situation
4|S-ID|E,Analyze the adequacy of and make improvements to an exi
4|S-ID|F,Identify important quantities in a practical situation
4|S-ID|G,Identify, analyze and synthesize relevant external reso
4|S-MD|A,Apply mathematics to solve problems arising in everyday
4|S-MD|B,Construct, autonomously, chains of reasoning to justify
4|S-MD|C,State logical assumptions being used
4|S-MD|D,Interpret results in the context of a situation
4|S-MD|E,Analyze the adequacy of and make improvements to an exi
4|S-MD|F,Identify important quantities in a practical situation
4|S-MD|G,Identify, analyze and synthesize relevant external reso
4|SP|A,Apply mathematics to solve problems arising in everyday
4|SP|B,Construct, autonomously, chains of reasoning to justify
4|SP|C,State logical assumptions being used
4|SP|D,Interpret results in the context of a situation
4|SP|E,Analyze the adequacy of and make improvements to an exi
4|SP|F,Identify important quantities in a practical situation
4|SP|G,Identify, analyze and synthesize relevant external reso
1|A-APR|F|a/s,#NAME?
1|A-APR|X|a/s,#NAME?
1|A-APR|XX|a/s,#NAME?
1|A-APR|XXX|a/s,#NAME?
1|A-CED|G|a/s,#NAME?
1|A-REI|H|m,#NAME?
1|A-REI|I|m,#NAME?
1|A-REI|J|m,#NAME?
1|A-REI|X|a/s,#NAME?
1|A-SSE|D|m,#NAME?
1|A-SSE|E|m,#NAME?
1|CC|A-KG|na,#NAME?
1|CC|B-KG|na,#NAME?
1|CC|C-KG|na,#NAME?
1|EE|B-8|m,#NAME?
1|EE|C-7|m,#NAME?
1|EE|D-7|m,#NAME?
1|EE|D-8|m,#NAME?
1|EE|E-6|m,#NAME?
1|EE|F-6|m,#NAME?
1|EE|G-6|m,#NAME?
1|F-BF|N|m,#NAME?
1|F-BF|X|a/s,#NAME?
1|F-IF|K|m,#NAME?
1|F-IF|L|m,#NAME?
1|F-IF|M|m,#NAME?
1|F-LE|X|a/s,#NAME?
1|F-LE|XX|a/s,#NAME?
1|F-TF|X|a/s,#NAME?
1|F-TF|XX|a/s,#NAME?
1|F-TF|XXX|a/s,#NAME?
1|F|E-8|m,#NAME?
1|F|F-8|m,#NAME?
1|G-C|X|a/s,#NAME?
1|G-C|XX|a/s,#NAME?
1|G-CO|O|a/s,#NAME?
1|G-CO|X|a/s,#NAME?
1|G-CO|XX|a/s,#NAME?
1|G-CO|XXX|a/s,#NAME?
1|G-GMD|X|a/s,#NAME?
1|G-GMD|XX|a/s,#NAME?
1|G-GPE|X|a/s,#NAME?
1|G-GPE|XX|a/s,#NAME?
1|G-MG|X|a/s,#NAME?
1|G-SRT|P|m,#NAME?
1|G-SRT|X|a/s,#NAME?
1|G-SRT|XX|a/s,#NAME?
1|G-SRT|XXXX|a/s,#NAME?
1|G|E-7|a/s,#NAME?
1|G|F-7|a/s,#NAME?
1|G|G-8|m,#NAME?
1|G|H-6|a/s,#NAME?
1|G|H-8|m,#NAME?
1|G|H-KG|na,#NAME?
1|G|I-8|a/s,#NAME?
1|G|I-KG|na,#NAME?
1|G|J-2|a/s,#NAME?
1|G|J-5|a/s,#NAME?
1|G|K-1|na,#NAME?
1|G|K-3|a/s,#NAME?
1|G|K-5|a/s,#NAME?
1|G|L-4|a/s,#NAME?
1|MD|F-2|a/s,#NAME?
1|MD|F-KG|na,#NAME?
1|MD|G-2|a/s,#NAME?
1|MD|G-3|m,#NAME?
1|MD|G-5|a/s,#NAME?
1|MD|G-KG|na,#NAME?
1|MD|H-1|na,#NAME?
1|MD|H-2|a/s,#NAME?
1|MD|H-3|a/s,#NAME?
1|MD|H-5|a/s,#NAME?
1|MD|I-1|na,#NAME?
1|MD|I-2|a/s,#NAME?
1|MD|I-3|m,#NAME?
1|MD|I-4|a/s,#NAME?
1|MD|I-5|m,#NAME?
1|MD|J-1|na,#NAME?
1|MD|J-3|a/s,#NAME?
1|MD|J-4|a/s,#NAME?
1|MD|K-4|a/s,#NAME?
1|N-CN|X|a/s,#NAME?
1|N-CN|XX|a/s,#NAME?
1|N-CN|XXX|a/s,#NAME?
1|N-Q|C|m,#NAME?
1|N-RN|A|a/s,#NAME?
1|N-RN|B|a/s,#NAME?
1|N-VM|X|a/s,#NAME?
1|N-VM|XX|a/s,#NAME?
1|N-VM|XXX|a/s,#NAME?
1|NBT|C-5|m,#NAME?
1|NBT|D-2|m,#NAME?
1|NBT|D-4|m,#NAME?
1|NBT|D-5|m,#NAME?
1|NBT|E-1|na,#NAME?
1|NBT|E-2|m,#NAME?
1|NBT|E-3|a/s,#NAME?
1|NBT|E-4|m,#NAME?
1|NBT|E-KG|na,#NAME?
1|NBT|F-1|na,#NAME?
1|NBT|G-1|na,#NAME?
1|NF|E-5|m,#NAME?
1|NF|F-3|m,#NAME?
1|NF|F-4|m,#NAME?
1|NF|F-5|m,#NAME?
1|NF|G-4|m,#NAME?
1|NF|H-4|m,#NAME?
1|NS|A-8|a/s,#NAME?
1|NS|B-6|m,#NAME?
1|NS|B-7|m,#NAME?
1|NS|C-6|a/s,#NAME?
1|NS|D-6|m,#NAME?
1|OA|A-1|na,#NAME?
1|OA|A-2|m,#NAME?
1|OA|A-3|m,#NAME?
1|OA|A-4|m,#NAME?
1|OA|A-5|a/s,#NAME?
1|OA|B-1|na,#NAME?
1|OA|B-2|m,#NAME?
1|OA|B-3|m,#NAME?
1|OA|B-4|a/s,#NAME?
1|OA|B-5|a/s,#NAME?
1|OA|C-1|na,#NAME?
1|OA|C-2|m,#NAME?
1|OA|C-3|m,#NAME?
1|OA|C-4|a/s,#NAME?
1|OA|D-1|na,#NAME?
1|OA|D-3|m,#NAME?
1|OA|D-KG|na,#NAME?
1|RP|A-6|m,#NAME?
1|RP|A-7|m,#NAME?
1|S-CP|X|a/s,#NAME?
1|S-CP|XX|a/s,#NAME?
1|S-IC|X|a/s,#NAME?
1|S-IC|XX|a/s,#NAME?
1|S-ID|Q|m,#NAME?
1|S-ID|X|a/s,#NAME?
1|S-ID|XX|a/s,#NAME?
1|S-MD|X|a/s,#NAME?
1|S-MD|XX|a/s,#NAME?
1|SP|G-7|a/s,#NAME?
1|SP|H-7|a/s,#NAME?
1|SP|I-6|a/s,#NAME?
1|SP|I-7|a/s,#NAME?
1|SP|J-6|a/s,#NAME?
1|SP|J-8|a/s,#NAME?
2|A-APR|A|NA,Not Applicable
2|A-APR|B|NA,Not Applicable
2|A-APR|C|NA,Not Applicable
2|A-APR|D|NA,Not Applicable
2|A-CED|A|NA,Not Applicable
2|A-CED|B|NA,Not Applicable
2|A-CED|C|NA,Not Applicable
2|A-CED|D|NA,Not Applicable
2|A-REI|A|NA,Not Applicable
2|A-REI|B|NA,Not Applicable
2|A-REI|C|NA,Not Applicable
2|A-REI|D|NA,Not Applicable
2|A-SSE|A|NA,Not Applicable
2|A-SSE|B|NA,Not Applicable
2|A-SSE|C|NA,Not Applicable
2|A-SSE|D|NA,Not Applicable
2|CC|A|NA,Not Applicable
2|CC|B|NA,Not Applicable
2|CC|C|NA,Not Applicable
2|CC|D|NA,Not Applicable
2|EE|A|NA,Not Applicable
2|EE|B|NA,Not Applicable
2|EE|C|NA,Not Applicable
2|EE|D|NA,Not Applicable
2|F-BF|A|NA,Not Applicable
2|F-BF|B|NA,Not Applicable
2|F-BF|C|NA,Not Applicable
2|F-BF|D|NA,Not Applicable
2|F-IF|A|NA,Not Applicable
2|F-IF|B|NA,Not Applicable
2|F-IF|C|NA,Not Applicable
2|F-IF|D|NA,Not Applicable
2|F-LE|A|NA,Not Applicable
2|F-LE|B|NA,Not Applicable
2|F-LE|C|NA,Not Applicable
2|F-LE|D|NA,Not Applicable
2|F-TF|A|NA,Not Applicable
2|F-TF|B|NA,Not Applicable
2|F-TF|C|NA,Not Applicable
2|F-TF|D|NA,Not Applicable
2|F|A|NA,Not Applicable
2|F|B|NA,Not Applicable
2|F|C|NA,Not Applicable
2|F|D|NA,Not Applicable
2|G-C|A|NA,Not Applicable
2|G-C|B|NA,Not Applicable
2|G-C|C|NA,Not Applicable
2|G-C|D|NA,Not Applicable
2|G-CO|A|NA,Not Applicable
2|G-CO|B|NA,Not Applicable
2|G-CO|C|NA,Not Applicable
2|G-CO|D|NA,Not Applicable
2|G-GMD|A|NA,Not Applicable
2|G-GMD|B|NA,Not Applicable
2|G-GMD|C|NA,Not Applicable
2|G-GMD|D|NA,Not Applicable
2|G-GPE|A|NA,Not Applicable
2|G-GPE|B|NA,Not Applicable
2|G-GPE|C|NA,Not Applicable
2|G-GPE|D|NA,Not Applicable
2|G-MG|A|NA,Not Applicable
2|G-MG|B|NA,Not Applicable
2|G-MG|C|NA,Not Applicable
2|G-MG|D|NA,Not Applicable
2|G-SRT|A|NA,Not Applicable
2|G-SRT|B|NA,Not Applicable
2|G-SRT|C|NA,Not Applicable
2|G-SRT|D|NA,Not Applicable
2|G|A|NA,Not Applicable
2|G|B|NA,Not Applicable
2|G|C|NA,Not Applicable
2|G|D|NA,Not Applicable
2|MD|A|NA,Not Applicable
2|MD|B|NA,Not Applicable
2|MD|C|NA,Not Applicable
2|MD|D|NA,Not Applicable
2|N-CN|A|NA,Not Applicable
2|N-CN|B|NA,Not Applicable
2|N-CN|C|NA,Not Applicable
2|N-CN|D|NA,Not Applicable
2|N-Q|A|NA,Not Applicable
2|N-Q|B|NA,Not Applicable
2|N-Q|C|NA,Not Applicable
2|N-Q|D|NA,Not Applicable
2|N-RN|A|NA,Not Applicable
2|N-RN|B|NA,Not Applicable
2|N-RN|C|NA,Not Applicable
2|N-RN|D|NA,Not Applicable
2|N-VM|A|NA,Not Applicable
2|N-VM|B|NA,Not Applicable
2|N-VM|C|NA,Not Applicable
2|N-VM|D|NA,Not Applicable
2|NBT|A|NA,Not Applicable
2|NBT|B|NA,Not Applicable
2|NBT|C|NA,Not Applicable
2|NBT|D|NA,Not Applicable
2|NF|A|NA,Not Applicable
2|NF|B|NA,Not Applicable
2|NF|C|NA,Not Applicable
2|NF|D|NA,Not Applicable
2|NS|A|NA,Not Applicable
2|NS|B|NA,Not Applicable
2|NS|C|NA,Not Applicable
2|NS|D|NA,Not Applicable
2|OA|A|NA,Not Applicable
2|OA|B|NA,Not Applicable
2|OA|C|NA,Not Applicable
2|OA|D|NA,Not Applicable
2|RP|A|NA,Not Applicable
2|RP|B|NA,Not Applicable
2|RP|C|NA,Not Applicable
2|RP|D|NA,Not Applicable
2|S-CP|A|NA,Not Applicable
2|S-CP|B|NA,Not Applicable
2|S-CP|C|NA,Not Applicable
2|S-CP|D|NA,Not Applicable
2|S-IC|A|NA,Not Applicable
2|S-IC|B|NA,Not Applicable
2|S-IC|C|NA,Not Applicable
2|S-IC|D|NA,Not Applicable
2|S-ID|A|NA,Not Applicable
2|S-ID|B|NA,Not Applicable
2|S-ID|C|NA,Not Applicable
2|S-ID|D|NA,Not Applicable
2|S-MD|A|NA,Not Applicable
2|S-MD|B|NA,Not Applicable
2|S-MD|C|NA,Not Applicable
2|S-MD|D|NA,Not Applicable
2|SP|A|NA,Not Applicable
2|SP|B|NA,Not Applicable
2|SP|C|NA,Not Applicable
2|SP|D|NA,Not Applicable
3|A-APR|A|NA,Not Applicable
3|A-APR|B|NA,Not Applicable
3|A-APR|C|NA,Not Applicable
3|A-APR|D|NA,Not Applicable
3|A-APR|E|NA,Not Applicable
3|A-APR|F|NA,Not Applicable
3|A-APR|G|NA,Not Applicable
3|A-CED|A|NA,Not Applicable
3|A-CED|B|NA,Not Applicable
3|A-CED|C|NA,Not Applicable
3|A-CED|D|NA,Not Applicable
3|A-CED|E|NA,Not Applicable
3|A-CED|F|NA,Not Applicable
3|A-CED|G|NA,Not Applicable
3|A-REI|A|NA,Not Applicable
3|A-REI|B|NA,Not Applicable
3|A-REI|C|NA,Not Applicable
3|A-REI|D|NA,Not Applicable
3|A-REI|E|NA,Not Applicable
3|A-REI|F|NA,Not Applicable
3|A-REI|G|NA,Not Applicable
3|A-SSE|A|NA,Not Applicable
3|A-SSE|B|NA,Not Applicable
3|A-SSE|C|NA,Not Applicable
3|A-SSE|D|NA,Not Applicable
3|A-SSE|E|NA,Not Applicable
3|A-SSE|F|NA,Not Applicable
3|A-SSE|G|NA,Not Applicable
3|CC|A|NA,Not Applicable
3|CC|B|NA,Not Applicable
3|CC|C|NA,Not Applicable
3|CC|D|NA,Not Applicable
3|CC|E|NA,Not Applicable
3|CC|F|NA,Not Applicable
3|CC|G|NA,Not Applicable
3|EE|A|NA,Not Applicable
3|EE|B|NA,Not Applicable
3|EE|C|NA,Not Applicable
3|EE|D|NA,Not Applicable
3|EE|E|NA,Not Applicable
3|EE|F|NA,Not Applicable
3|EE|G|NA,Not Applicable
3|F-BF|A|NA,Not Applicable
3|F-BF|B|NA,Not Applicable
3|F-BF|C|NA,Not Applicable
3|F-BF|D|NA,Not Applicable
3|F-BF|E|NA,Not Applicable
3|F-BF|F|NA,Not Applicable
3|F-BF|G|NA,Not Applicable
3|F-IF|A|NA,Not Applicable
3|F-IF|B|NA,Not Applicable
3|F-IF|C|NA,Not Applicable
3|F-IF|D|NA,Not Applicable
3|F-IF|E|NA,Not Applicable
3|F-IF|F|NA,Not Applicable
3|F-IF|G|NA,Not Applicable
3|F-LE|A|NA,Not Applicable
3|F-LE|B|NA,Not Applicable
3|F-LE|C|NA,Not Applicable
3|F-LE|D|NA,Not Applicable
3|F-LE|E|NA,Not Applicable
3|F-LE|F|NA,Not Applicable
3|F-LE|G|NA,Not Applicable
3|F-TF|A|NA,Not Applicable
3|F-TF|B|NA,Not Applicable
3|F-TF|C|NA,Not Applicable
3|F-TF|D|NA,Not Applicable
3|F-TF|E|NA,Not Applicable
3|F-TF|F|NA,Not Applicable
3|F-TF|G|NA,Not Applicable
3|F|A|NA,Not Applicable
3|F|B|NA,Not Applicable
3|F|C|NA,Not Applicable
3|F|D|NA,Not Applicable
3|F|E|NA,Not Applicable
3|F|F|NA,Not Applicable
3|F|G|NA,Not Applicable
3|G-C|A|NA,Not Applicable
3|G-C|B|NA,Not Applicable
3|G-C|C|NA,Not Applicable
3|G-C|D|NA,Not Applicable
3|G-C|E|NA,Not Applicable
3|G-C|F|NA,Not Applicable
3|G-C|G|NA,Not Applicable
3|G-CO|A|NA,Not Applicable
3|G-CO|B|NA,Not Applicable
3|G-CO|C|NA,Not Applicable
3|G-CO|D|NA,Not Applicable
3|G-CO|E|NA,Not Applicable
3|G-CO|F|NA,Not Applicable
3|G-CO|G|NA,Not Applicable
3|G-GMD|A|NA,Not Applicable
3|G-GMD|B|NA,Not Applicable
3|G-GMD|C|NA,Not Applicable
3|G-GMD|D|NA,Not Applicable
3|G-GMD|E|NA,Not Applicable
3|G-GMD|F|NA,Not Applicable
3|G-GMD|G|NA,Not Applicable
3|G-GPE|A|NA,Not Applicable
3|G-GPE|B|NA,Not Applicable
3|G-GPE|C|NA,Not Applicable
3|G-GPE|D|NA,Not Applicable
3|G-GPE|E|NA,Not Applicable
3|G-GPE|F|NA,Not Applicable
3|G-GPE|G|NA,Not Applicable
3|G-MG|A|NA,Not Applicable
3|G-MG|B|NA,Not Applicable
3|G-MG|C|NA,Not Applicable
3|G-MG|D|NA,Not Applicable
3|G-MG|E|NA,Not Applicable
3|G-MG|F|NA,Not Applicable
3|G-MG|G|NA,Not Applicable
3|G-SRT|A|NA,Not Applicable
3|G-SRT|B|NA,Not Applicable
3|G-SRT|C|NA,Not Applicable
3|G-SRT|D|NA,Not Applicable
3|G-SRT|E|NA,Not Applicable
3|G-SRT|F|NA,Not Applicable
3|G-SRT|G|NA,Not Applicable
3|G|A|NA,Not Applicable
3|G|B|NA,Not Applicable
3|G|C|NA,Not Applicable
3|G|D|NA,Not Applicable
3|G|E|NA,Not Applicable
3|G|F|NA,Not Applicable
3|G|G|NA,Not Applicable
3|MD|A|NA,Not Applicable
3|MD|B|NA,Not Applicable
3|MD|C|NA,Not Applicable
3|MD|D|NA,Not Applicable
3|MD|E|NA,Not Applicable
3|MD|F|NA,Not Applicable
3|MD|G|NA,Not Applicable
3|N-CN|A|NA,Not Applicable
3|N-CN|B|NA,Not Applicable
3|N-CN|C|NA,Not Applicable
3|N-CN|D|NA,Not Applicable
3|N-CN|E|NA,Not Applicable
3|N-CN|F|NA,Not Applicable
3|N-CN|G|NA,Not Applicable
3|N-Q|A|NA,Not Applicable
3|N-Q|B|NA,Not Applicable
3|N-Q|C|NA,Not Applicable
3|N-Q|D|NA,Not Applicable
3|N-Q|E|NA,Not Applicable
3|N-Q|F|NA,Not Applicable
3|N-Q|G|NA,Not Applicable
3|N-RN|A|NA,Not Applicable
3|N-RN|B|NA,Not Applicable
3|N-RN|C|NA,Not Applicable
3|N-RN|D|NA,Not Applicable
3|N-RN|E|NA,Not Applicable
3|N-RN|F|NA,Not Applicable
3|N-RN|G|NA,Not Applicable
3|N-VM|A|NA,Not Applicable
3|N-VM|B|NA,Not Applicable
3|N-VM|C|NA,Not Applicable
3|N-VM|D|NA,Not Applicable
3|N-VM|E|NA,Not Applicable
3|N-VM|F|NA,Not Applicable
3|N-VM|G|NA,Not Applicable
3|NBT|A|NA,Not Applicable
3|NBT|B|NA,Not Applicable
3|NBT|C|NA,Not Applicable
3|NBT|D|NA,Not Applicable
3|NBT|E|NA,Not Applicable
3|NBT|F|NA,Not Applicable
3|NBT|G|NA,Not Applicable
3|NF|A|NA,Not Applicable
3|NF|B|NA,Not Applicable
3|NF|C|NA,Not Applicable
3|NF|D|NA,Not Applicable
3|NF|E|NA,Not Applicable
3|NF|F|NA,Not Applicable
3|NF|G|NA,Not Applicable
3|NS|A|NA,Not Applicable
3|NS|B|NA,Not Applicable
3|NS|C|NA,Not Applicable
3|NS|D|NA,Not Applicable
3|NS|E|NA,Not Applicable
3|NS|F|NA,Not Applicable
3|NS|G|NA,Not Applicable
3|OA|A|NA,Not Applicable
3|OA|B|NA,Not Applicable
3|OA|C|NA,Not Applicable
3|OA|D|NA,Not Applicable
3|OA|E|NA,Not Applicable
3|OA|F|NA,Not Applicable
3|OA|G|NA,Not Applicable
3|RP|A|NA,Not Applicable
3|RP|B|NA,Not Applicable
3|RP|C|NA,Not Applicable
3|RP|D|NA,Not Applicable
3|RP|E|NA,Not Applicable
3|RP|F|NA,Not Applicable
3|RP|G|NA,Not Applicable
3|S-CP|A|NA,Not Applicable
3|S-CP|B|NA,Not Applicable
3|S-CP|C|NA,Not Applicable
3|S-CP|D|NA,Not Applicable
3|S-CP|E|NA,Not Applicable
3|S-CP|F|NA,Not Applicable
3|S-CP|G|NA,Not Applicable
3|S-IC|A|NA,Not Applicable
3|S-IC|B|NA,Not Applicable
3|S-IC|C|NA,Not Applicable
3|S-IC|D|NA,Not Applicable
3|S-IC|E|NA,Not Applicable
3|S-IC|F|NA,Not Applicable
3|S-IC|G|NA,Not Applicable
3|S-ID|A|NA,Not Applicable
3|S-ID|B|NA,Not Applicable
3|S-ID|C|NA,Not Applicable
3|S-ID|D|NA,Not Applicable
3|S-ID|E|NA,Not Applicable
3|S-ID|F|NA,Not Applicable
3|S-ID|G|NA,Not Applicable
3|S-MD|A|NA,Not Applicable
3|S-MD|B|NA,Not Applicable
3|S-MD|C|NA,Not Applicable
3|S-MD|D|NA,Not Applicable
3|S-MD|E|NA,Not Applicable
3|S-MD|F|NA,Not Applicable
3|S-MD|G|NA,Not Applicable
3|SP|A|NA,Not Applicable
3|SP|B|NA,Not Applicable
3|SP|C|NA,Not Applicable
3|SP|D|NA,Not Applicable
3|SP|E|NA,Not Applicable
3|SP|F|NA,Not Applicable
3|SP|G|NA,Not Applicable
4|A-APR|A|NA,Not Applicable
4|A-APR|B|NA,Not Applicable
4|A-APR|C|NA,Not Applicable
4|A-APR|D|NA,Not Applicable
4|A-APR|E|NA,Not Applicable
4|A-APR|F|NA,Not Applicable
4|A-APR|G|NA,Not Applicable
4|A-CED|A|NA,Not Applicable
4|A-CED|B|NA,Not Applicable
4|A-CED|C|NA,Not Applicable
4|A-CED|D|NA,Not Applicable
4|A-CED|E|NA,Not Applicable
4|A-CED|F|NA,Not Applicable
4|A-CED|G|NA,Not Applicable
4|A-REI|A|NA,Not Applicable
4|A-REI|B|NA,Not Applicable
4|A-REI|C|NA,Not Applicable
4|A-REI|D|NA,Not Applicable
4|A-REI|E|NA,Not Applicable
4|A-REI|F|NA,Not Applicable
4|A-REI|G|NA,Not Applicable
4|A-SSE|A|NA,Not Applicable
4|A-SSE|B|NA,Not Applicable
4|A-SSE|C|NA,Not Applicable
4|A-SSE|D|NA,Not Applicable
4|A-SSE|E|NA,Not Applicable
4|A-SSE|F|NA,Not Applicable
4|A-SSE|G|NA,Not Applicable
4|CC|A|NA,Not Applicable
4|CC|B|NA,Not Applicable
4|CC|C|NA,Not Applicable
4|CC|D|NA,Not Applicable
4|CC|E|NA,Not Applicable
4|CC|F|NA,Not Applicable
4|CC|G|NA,Not Applicable
4|EE|A|NA,Not Applicable
4|EE|B|NA,Not Applicable
4|EE|C|NA,Not Applicable
4|EE|D|NA,Not Applicable
4|EE|E|NA,Not Applicable
4|EE|F|NA,Not Applicable
4|EE|G|NA,Not Applicable
4|F-BF|A|NA,Not Applicable
4|F-BF|B|NA,Not Applicable
4|F-BF|C|NA,Not Applicable
4|F-BF|D|NA,Not Applicable
4|F-BF|E|NA,Not Applicable
4|F-BF|F|NA,Not Applicable
4|F-BF|G|NA,Not Applicable
4|F-IF|A|NA,Not Applicable
4|F-IF|B|NA,Not Applicable
4|F-IF|C|NA,Not Applicable
4|F-IF|D|NA,Not Applicable
4|F-IF|E|NA,Not Applicable
4|F-IF|F|NA,Not Applicable
4|F-IF|G|NA,Not Applicable
4|F-LE|A|NA,Not Applicable
4|F-LE|B|NA,Not Applicable
4|F-LE|C|NA,Not Applicable
4|F-LE|D|NA,Not Applicable
4|F-LE|E|NA,Not Applicable
4|F-LE|F|NA,Not Applicable
4|F-LE|G|NA,Not Applicable
4|F-TF|A|NA,Not Applicable
4|F-TF|B|NA,Not Applicable
4|F-TF|C|NA,Not Applicable
4|F-TF|D|NA,Not Applicable
4|F-TF|E|NA,Not Applicable
4|F-TF|F|NA,Not Applicable
4|F-TF|G|NA,Not Applicable
4|F|A|NA,Not Applicable
4|F|B|NA,Not Applicable
4|F|C|NA,Not Applicable
4|F|D|NA,Not Applicable
4|F|E|NA,Not Applicable
4|F|F|NA,Not Applicable
4|F|G|NA,Not Applicable
4|G-C|A|NA,Not Applicable
4|G-C|B|NA,Not Applicable
4|G-C|C|NA,Not Applicable
4|G-C|D|NA,Not Applicable
4|G-C|E|NA,Not Applicable
4|G-C|F|NA,Not Applicable
4|G-C|G|NA,Not Applicable
4|G-CO|A|NA,Not Applicable
4|G-CO|B|NA,Not Applicable
4|G-CO|C|NA,Not Applicable
4|G-CO|D|NA,Not Applicable
4|G-CO|E|NA,Not Applicable
4|G-CO|F|NA,Not Applicable
4|G-CO|G|NA,Not Applicable
4|G-GMD|A|NA,Not Applicable
4|G-GMD|B|NA,Not Applicable
4|G-GMD|C|NA,Not Applicable
4|G-GMD|D|NA,Not Applicable
4|G-GMD|E|NA,Not Applicable
4|G-GMD|F|NA,Not Applicable
4|G-GMD|G|NA,Not Applicable
4|G-GPE|A|NA,Not Applicable
4|G-GPE|B|NA,Not Applicable
4|G-GPE|C|NA,Not Applicable
4|G-GPE|D|NA,Not Applicable
4|G-GPE|E|NA,Not Applicable
4|G-GPE|F|NA,Not Applicable
4|G-GPE|G|NA,Not Applicable
4|G-MG|A|NA,Not Applicable
4|G-MG|B|NA,Not Applicable
4|G-MG|C|NA,Not Applicable
4|G-MG|D|NA,Not Applicable
4|G-MG|E|NA,Not Applicable
4|G-MG|F|NA,Not Applicable
4|G-MG|G|NA,Not Applicable
4|G-SRT|A|NA,Not Applicable
4|G-SRT|B|NA,Not Applicable
4|G-SRT|C|NA,Not Applicable
4|G-SRT|D|NA,Not Applicable
4|G-SRT|E|NA,Not Applicable
4|G-SRT|F|NA,Not Applicable
4|G-SRT|G|NA,Not Applicable
4|G|A|NA,Not Applicable
4|G|B|NA,Not Applicable
4|G|C|NA,Not Applicable
4|G|D|NA,Not Applicable
4|G|E|NA,Not Applicable
4|G|F|NA,Not Applicable
4|G|G|NA,Not Applicable
4|MD|A|NA,Not Applicable
4|MD|B|NA,Not Applicable
4|MD|C|NA,Not Applicable
4|MD|D|NA,Not Applicable
4|MD|E|NA,Not Applicable
4|MD|F|NA,Not Applicable
4|MD|G|NA,Not Applicable
4|N-CN|A|NA,Not Applicable
4|N-CN|B|NA,Not Applicable
4|N-CN|C|NA,Not Applicable
4|N-CN|D|NA,Not Applicable
4|N-CN|E|NA,Not Applicable
4|N-CN|F|NA,Not Applicable
4|N-CN|G|NA,Not Applicable
4|N-Q|A|NA,Not Applicable
4|N-Q|B|NA,Not Applicable
4|N-Q|C|NA,Not Applicable
4|N-Q|D|NA,Not Applicable
4|N-Q|E|NA,Not Applicable
4|N-Q|F|NA,Not Applicable
4|N-Q|G|NA,Not Applicable
4|N-RN|A|NA,Not Applicable
4|N-RN|B|NA,Not Applicable
4|N-RN|C|NA,Not Applicable
4|N-RN|D|NA,Not Applicable
4|N-RN|E|NA,Not Applicable
4|N-RN|F|NA,Not Applicable
4|N-RN|G|NA,Not Applicable
4|N-VM|A|NA,Not Applicable
4|N-VM|B|NA,Not Applicable
4|N-VM|C|NA,Not Applicable
4|N-VM|D|NA,Not Applicable
4|N-VM|E|NA,Not Applicable
4|N-VM|F|NA,Not Applicable
4|N-VM|G|NA,Not Applicable
4|NBT|A|NA,Not Applicable
4|NBT|B|NA,Not Applicable
4|NBT|C|NA,Not Applicable
4|NBT|D|NA,Not Applicable
4|NBT|E|NA,Not Applicable
4|NBT|F|NA,Not Applicable
4|NBT|G|NA,Not Applicable
4|NF|A|NA,Not Applicable
4|NF|B|NA,Not Applicable
4|NF|C|NA,Not Applicable
4|NF|D|NA,Not Applicable
4|NF|E|NA,Not Applicable
4|NF|F|NA,Not Applicable
4|NF|G|NA,Not Applicable
4|NS|A|NA,Not Applicable
4|NS|B|NA,Not Applicable
4|NS|C|NA,Not Applicable
4|NS|D|NA,Not Applicable
4|NS|E|NA,Not Applicable
4|NS|F|NA,Not Applicable
4|NS|G|NA,Not Applicable
4|OA|A|NA,Not Applicable
4|OA|B|NA,Not Applicable
4|OA|C|NA,Not Applicable
4|OA|D|NA,Not Applicable
4|OA|E|NA,Not Applicable
4|OA|F|NA,Not Applicable
4|OA|G|NA,Not Applicable
4|RP|A|NA,Not Applicable
4|RP|B|NA,Not Applicable
4|RP|C|NA,Not Applicable
4|RP|D|NA,Not Applicable
4|RP|E|NA,Not Applicable
4|RP|F|NA,Not Applicable
4|RP|G|NA,Not Applicable
4|S-CP|A|NA,Not Applicable
4|S-CP|B|NA,Not Applicable
4|S-CP|C|NA,Not Applicable
4|S-CP|D|NA,Not Applicable
4|S-CP|E|NA,Not Applicable
4|S-CP|F|NA,Not Applicable
4|S-CP|G|NA,Not Applicable
4|S-IC|A|NA,Not Applicable
4|S-IC|B|NA,Not Applicable
4|S-IC|C|NA,Not Applicable
4|S-IC|D|NA,Not Applicable
4|S-IC|E|NA,Not Applicable
4|S-IC|F|NA,Not Applicable
4|S-IC|G|NA,Not Applicable
4|S-ID|A|NA,Not Applicable
4|S-ID|B|NA,Not Applicable
4|S-ID|C|NA,Not Applicable
4|S-ID|D|NA,Not Applicable
4|S-ID|E|NA,Not Applicable
4|S-ID|F|NA,Not Applicable
4|S-ID|G|NA,Not Applicable
4|S-MD|A|NA,Not Applicable
4|S-MD|B|NA,Not Applicable
4|S-MD|C|NA,Not Applicable
4|S-MD|D|NA,Not Applicable
4|S-MD|E|NA,Not Applicable
4|S-MD|F|NA,Not Applicable
